orderID,candidate_address,is_comp,subject_address,bath_score_diff,full_baths_diff,half_baths_diff,room_count_diff,bedrooms_diff,effective_age_diff,subject_age_diff,lot_size_sf_diff,gla_diff,abs_bath_score_diff,abs_full_bath_diff,abs_half_bath_diff,abs_room_count_diff,abs_bedrooms_diff,abs_effective_age_diff,abs_subject_age_diff,abs_lot_size_sf_diff,abs_gla_diff,distance_to_subject_km,same_property_type,sold_recently,score,rank,subject_bath_score,subject_num_full_baths,subject_num_half_baths,subject_bedrooms,subject_gla,subject_lot_size_sf,subject_property_type,candidate_bath_score,candidate_num_full_baths,candidate_num_half_baths,candidate_bedrooms,candidate_gla,candidate_lot_size_sf,candidate_property_type,candidate_close_price,explanation
4757966,2207-950 Arbour Lake Rd NW,1,218 88 ARBOUR LAKE RD NW Calgary AB T3G0C2,0.0,0.0,,-2.0,0.0,-7.0,-5.0,,-91.0,0.0,0.0,,2.0,0.0,7.0,5.0,,91.0,0.61,1.0,1.0,1.7288349866867065,3.0,2.0,2,0,2.0,1039,,Low Rise Apartment,2.0,2,0,2,1130,,Low Rise Apartment,378900.0,"The model ranked the candidate property as more comparable to the subject property mainly because they have the same number of bedrooms and bathrooms. The model also favored the candidate property due to its slightly lower effective age compared to the subject. However, the model found the candidate less similar because it has two fewer rooms than the subject property."
4758025,4 Rockcliff Pt NW,1,2 Rockcliff Hts NW Calgary AB T3G0C7,0.0,0.0,0.0,1.0,1.0,-8.0,-6.0,904.0,-259.0,0.0,0.0,0.0,1.0,1.0,8.0,6.0,904.0,259.0,0.06,1.0,0.0,3.5299508571624756,1.0,3.5,3,1,4.0,2809,8191.0,Detached,3.5,3,1,3,3068,7287.0,Detached,1249000.0,"The model ranked the candidate property at 4 Rockcliff Pt NW as more similar to the subject due to having the same number of bathrooms and half bathrooms. Additionally, the candidate having one more room than the subject increased its similarity score. However, the larger lot size and one additional bedroom in the candidate property slightly decreased its similarity score."
4758025,61 Rockford Rd NW,1,2 Rockcliff Hts NW Calgary AB T3G0C7,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,2680.0,226.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2680.0,226.0,0.24,1.0,1.0,2.0501956939697266,2.0,3.5,3,1,4.0,2809,8191.0,Detached,3.5,3,1,3,2583,5511.0,Detached,1235000.0,"The model ranked the candidate property at 61 Rockford Rd NW as fairly comparable to the subject at 2 Rockcliff Hts NW due to similar bath and half bath counts, and an additional room that matched well with the subject. However, the slight differences in full baths, bedrooms, and a larger lot size compared to the subject slightly decreased the similarity score."
4758025,1 Rock Lake Pt NW,1,2 Rockcliff Hts NW Calgary AB T3G0C7,0.5,0.0,,0.0,0.0,8.0,10.0,2314.0,333.0,0.5,0.0,,0.0,0.0,8.0,10.0,2314.0,333.0,0.43,1.0,1.0,1.3096364736557007,3.0,3.5,3,1,4.0,2809,8191.0,Detached,3.0,3,0,4,2476,5877.0,Detached,1175000.0,"The model ranked the candidate property at 1 Rock Lake Pt NW as more comparable to the subject due to having a similar number of rooms and bedrooms, which had positive SHAP impacts of 0.60 and 0.11, respectively. However, the larger lot size of the candidate property compared to the subject had a negative SHAP impact of -0.10, slightly reducing its similarity score."
4758316,216-100 Auburn Meadows Manor SE,1,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,0.0,0.0,3.0,3.0,,-145.0,0.0,0.0,,0.0,0.0,3.0,3.0,,145.0,0.17,1.0,1.0,3.0644006729125977,1.0,2.0,2,0,2.0,789,,Condominium,2.0,2,0,2,934,,Condominium,378000.0,"The model ranked the candidate property as relatively similar to the subject property primarily due to the identical number of bathrooms, rooms, and bedrooms. However, the lack of full bath parity slightly reduced the similarity score, indicating a minor dissimilarity in this aspect."
4758316,105-22 Auburn Bay Link SE,1,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,-1.0,0.0,-2.0,-2.0,,-86.0,0.0,0.0,,1.0,0.0,2.0,2.0,,86.0,1.18,1.0,1.0,2.566232919692993,2.0,2.0,2,0,2.0,789,,Condominium,2.0,2,0,2,875,,Condominium,344000.0,"The model ranked the candidate property as more comparable to the subject property because they have the same number of bathrooms and bedrooms. The slight difference in room count with one less room at the candidate property was overshadowed by the similar number of bedrooms and bathrooms, resulting in a higher similarity score."
4758316,411-25 Auburn Meadows Ave SE,1,"119 110 Auburn Meadows View SE Calgary, Alberta T3M 2M2",0.0,0.0,,-2.0,0.0,-2.0,-2.0,,-92.0,0.0,0.0,,2.0,0.0,2.0,2.0,,92.0,0.424,1.0,1.0,1.9623583555221558,3.0,2.0,2,0,2.0,789,,Condominium,2.0,2,0,2,881,,Condominium,390000.0,"The model ranked the candidate property as more comparable to the subject due to having the same number of bathrooms and bedrooms. Despite having a lower effective age compared to the subject, the model still considered this as a positive similarity. However, the model found the differences in the number of full baths and total room count to make the candidate less similar to the subject property."
4758324,102 Deeridge Rd,1,3 Bayview Lane Queensland NS B0J1T0,0.0,0.0,,0.0,0.0,7.0,16.0,,-117.0,0.0,0.0,,0.0,0.0,7.0,16.0,,117.0,1.3,1.0,1.0,2.5129647254943848,1.0,2.0,2,0,3.0,1094,12600.0,Detached,2.0,2,0,3,1211,,Detached,649000.0,"The model ranked the candidate property at 102 Deeridge Rd as more comparable to the subject property because they have the same number of bathrooms, rooms, and bedrooms, which positively influenced the score. However, the candidate property being 7 years newer than the subject property slightly decreased the similarity score according to the model."
4758324,5296 Highway 329,1,3 Bayview Lane Queensland NS B0J1T0,1.0,1.0,,0.0,0.0,-36.0,-27.0,,9.0,1.0,1.0,,0.0,0.0,36.0,27.0,,9.0,19.97,1.0,0.0,2.504956007003784,2.0,2.0,2,0,3.0,1094,12600.0,Detached,1.0,1,0,3,1085,,Detached,620000.0,"The candidate property was considered more comparable to the subject property due to having the same number of full baths and bedrooms. Additionally, having a similar room count positively influenced the similarity score. However, the candidate was deemed less similar because it had a higher bath score compared to the subject and was significantly older, impacting the overall ranking."
4758324,20 Creekside Way,1,3 Bayview Lane Queensland NS B0J1T0,0.0,0.0,,1.0,0.0,4.0,13.0,,-194.0,0.0,0.0,,1.0,0.0,4.0,13.0,,194.0,9.03,1.0,1.0,2.021913766860962,3.0,2.0,2,0,3.0,1094,12600.0,Detached,2.0,2,0,3,1288,,Detached,550000.0,"The model ranked the candidate property at 20 Creekside Way as more comparable to the subject at 3 Bayview Lane because they have a similar number of bathrooms and bedrooms. The slight difference in room count positively impacted the similarity score the most, while the larger age difference slightly decreased the similarity ranking."
4758529,2805-361 Front St W,1,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,0.0,-1.0,-8.0,-2.0,,133.0,0.0,0.0,,0.0,1.0,8.0,2.0,,133.0,0.77,1.0,1.0,2.9397401809692383,1.0,2.0,2,0,2.0,1176,,High Rise Apartment,2.0,2,0,3,1043,,High Rise Apartment,920000.0,"The model ranked the candidate property as more comparable to the subject property due to having the same number of bathrooms and rooms, which positively influenced the similarity score. However, having one less bedroom slightly affected the score positively. The lack of full baths and the absence of data for half baths and absolute half bath differences had a minimal negative impact on the similarity score."
4758529,904-71 Simcoe St,1,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,1.0,-1.0,-21.0,-15.0,,-164.0,0.0,0.0,,1.0,1.0,21.0,15.0,,164.0,0.34,1.0,1.0,2.5775933265686035,2.0,2.0,2,0,2.0,1176,,High Rise Apartment,2.0,2,0,3,1340,,High Rise Apartment,970000.0,"The model ranked the candidate property at 904-71 Simcoe St as more comparable to the subject due to having 1 more room than the subject, which had a high positive SHAP value of +0.60. Additionally, the slight difference in bedroom count (1 less bedroom in the candidate) had a small positive impact on the similarity score (+0.05)."
4758529,3103-126 Simcoe St,1,915 140 SIMCOE ST Toronto ON M5H4E9,0.0,0.0,,1.0,0.0,3.0,9.0,,323.0,0.0,0.0,,1.0,0.0,3.0,9.0,,323.0,0.05,1.0,1.0,1.7383955717086792,3.0,2.0,2,0,2.0,1176,,High Rise Apartment,2.0,2,0,2,853,,High Rise Apartment,785000.0,"The model ranked the candidate property as more comparable to the subject primarily due to having a similar number of rooms (room_count_diff = 1.0, SHAP +0.63) and bedrooms (bedrooms_diff = 0.0, SHAP +0.12). However, the difference in gross living area (gla_diff = 323.0, SHAP -0.00) slightly reduced the similarity score."
4758615,57 Morenz Terr,1,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",0.0,0.0,,-2.0,-1.0,-11.0,1.0,-761.0,-136.0,0.0,0.0,,2.0,1.0,11.0,1.0,761.0,136.0,0.05,1.0,0.0,2.9645397663116455,1.0,3.0,3,0,1.0,1334,3253.0,Townhouse,3.0,3,0,2,1470,4014.0,Townhouse,900000.0,"The model ranked the candidate property at 57 Morenz Terr as more comparable to the subject at 82 Morenz Terrace due to its lower effective age compared to the subject by 11 years, despite having one less bedroom. However, the model considered the lower room count of the candidate by 2 rooms as a significant factor that made it less similar to the subject property."
4758615,90 Kinmount Pvt,1,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",1.0,1.0,,-4.0,-1.0,-13.0,-1.0,-1232.0,-131.0,1.0,1.0,,4.0,1.0,13.0,1.0,1232.0,131.0,2.2,1.0,1.0,1.5143417119979858,2.0,3.0,3,0,1.0,1334,3253.0,Townhouse,2.0,2,0,2,1465,4485.0,Townhouse,740000.0,"The model ranked the candidate property at 90 Kinmount Pvt as more comparable to the subject at 82 Morenz Terrace due to its effective age being 13 years newer than the subject, which had a positive SHAP impact of 0.93. However, the candidate was considered less similar due to having one more full bath and four fewer rooms compared to the subject, resulting in negative SHAP impacts of -0.00 and -0.11, respectively."
4758615,41 Coulson Crt,1,"82 Morenz Terrace Ottawa, Ontario K2K 3H2",0.0,0.0,,-3.0,-2.0,-15.0,-3.0,-1589.0,-141.0,0.0,0.0,,3.0,2.0,15.0,3.0,1589.0,141.0,1.7,1.0,1.0,1.244225263595581,3.0,3.0,3,0,1.0,1334,3253.0,Townhouse,3.0,3,0,3,1475,4842.0,Townhouse,790000.0,"The model ranked the candidate property at 41 Coulson Crt as more comparable to the subject at 82 Morenz Terrace due to its lower effective age compared to the subject by 15 years, which had a high positive SHAP impact of +0.79. However, the lower number of rooms (-3) and bedrooms (-2) in the candidate property compared to the subject led to a decrease in similarity, with SHAP values of -0.07 and -0.01 respectively."
4758672,47 Denise Dr,1,23 Macfarlane St Lake Echo NS B3E1M5,0.5,0.0,,2.0,-1.0,-27.0,-18.0,,-392.0,0.5,0.0,,2.0,1.0,27.0,18.0,,392.0,0.15,1.0,0.0,2.9876961708068848,1.0,2.5,2,1,3.0,2010,33661.0,Detached,2.0,2,0,4,2402,,Detached,585000.0,"The model ranked the candidate property at 47 Denise Dr as more comparable to the subject at 23 Macfarlane St due to having a similar room count difference of 2.0 rooms and a lower effective age difference of -27 years. However, the model found the candidate less similar due to a slight decrease in bedrooms (-1.0) and a lack of full bath differentiation, which slightly impacted its overall score."
4758672,6547 Highway 7,1,23 Macfarlane St Lake Echo NS B3E1M5,0.5,0.0,,3.0,0.0,-68.0,-59.0,,910.0,0.5,0.0,,3.0,0.0,68.0,59.0,,910.0,14.66,1.0,0.0,2.5159313678741455,2.0,2.5,2,1,3.0,2010,33661.0,Detached,2.0,2,0,3,1100,,Detached,420000.0,"The model ranked the candidate property at 6547 Highway 7 as more comparable to the subject at 23 Macfarlane St due to a higher room count in the candidate property compared to the subject (+0.84 SHAP). However, the larger difference in GLA (910.0 sqft) made the candidate less similar to the subject (-0.24 SHAP). The presence of half baths in one property but not the other did not significantly impact the similarity score."
